WKT,WKT,rand_point_id
"MULTIPOLYGON (((-677184617.830475 291717344.080215,-703478802.730611 298020619.459292,-706758577.471117 314933396.969488,-680536895.491156 360028900.81863,-671311691.377872 345067537.136777,-664916706.829976 329787458.058964,-677184617.830475 291717344.080215)))","POLYGON ((-677184611.153617 291717332.196312,-703478811.322133 298020611.235545,-706758588.002886 314933398.75099,-680536895.742747 360028920.279768,-671311682.455254 345067541.719254,-664916696.178258 329787458.509956,-677184611.153617 291717332.196312))","927"
"MULTIPOLYGON (((-376341602.662073 324951496.014916,-392479681.901605 338321695.30334,-404649191.415452 356017207.384775,-404563152.412079 358162279.890346,-402289808.986817 360264973.148961,-397526205.956103 361804931.921149,-396640448.730491 361343362.068505,-370659534.129187 328333489.406831,-376341602.662073 324951496.014916)))","POLYGON ((-376341603.609476 324951483.813713,-392479689.352794 338321688.490444,-404649201.540793 356017204.460324,-404563162.238298 358162284.423426,-402289814.159408 360264981.986341,-397526205.048055 361804942.724254,-396640442.202368 361343369.942977,-370659519.225758 328333486.640116,-376341603.609476 324951483.813713))","913"
"MULTIPOLYGON (((-977082579.767965 321306698.364875,-986853740.310445 324671532.147332,-988488211.881721 338753555.724533,-960407627.680925 352677207.174341,-958293250.496814 352753435.175098,-977082579.767965 321306698.364875)))","POLYGON ((-977082575.347732 321306686.266382,-986853749.51803 324671524.741766,-988488222.62603 338753561.558834,-960407630.193635 352677217.090249,-958293232.480833 352753445.831111,-977082575.347732 321306686.266382))","534"
"MULTIPOLYGON (((-899464393.629815 323702012.294313,-904230785.363761 336102139.806107,-897594393.577401 356000580.048772,-885256626.431149 350292415.768994,-862106908.025137 335868274.350464,-863844726.74793 330677404.834621,-899134214.665465 323723306.250034,-899464393.629815 323702012.294313)))","POLYGON ((-899464400.325334 323702001.84173,-904230795.985075 336102139.566776,-897594399.526198 356000593.819433,-885256621.669288 350292424.584286,-862106896.035991 335868278.662575,-863844719.110791 330677396.147274,-899134213.371497 323723296.31271,-899464400.325334 323702001.84173))","23"
"MULTIPOLYGON (((-744006757.160993 323661451.589919,-745499507.421898 325040735.257115,-745991916.92793 327073043.242887,-717374386.011905 358273375.800656,-712218584.147392 333209988.929857,-744006757.160993 323661451.589919)))","POLYGON ((-744006759.75324 323661440.36986,-745499516.428791 325040729.964114,-745991927.902672 327073046.071735,-717374380.158576 358273396.97635,-712218572.509232 333209981.98433,-744006759.75324 323661440.36986))","1016"
"MULTIPOLYGON (((-413581811.925754 323259287.212127,-440986457.46924 326377524.171713,-439995269.540085 358963617.590729,-437893576.408384 360666956.533141,-404563172.617287 358162275.175181,-404649211.487252 356017205.995654,-413581811.925754 323259287.212127)))","POLYGON ((-413581804.534416 323259276.306577,-440986467.74444 326377515.276349,-439995279.396154 358963622.474629,-437893579.619352 360666966.802631,-404563162.238298 358162284.423426,-404649201.540793 356017204.460324,-413581804.534416 323259276.306577))","779"
"MULTIPOLYGON (((-370659514.900721 328333497.313704,-396640412.610977 361343348.514573,-353546373.401049 345637200.886993,-355901817.923429 331463812.093355,-358951783.943838 329911962.416199,-370659514.900721 328333497.313704)))","POLYGON ((-370659519.225758 328333486.640116,-396640442.202368 361343369.942977,-353546362.175034 345637207.438996,-355901808.886788 331463805.471267,-358951780.923582 329911952.732921,-370659519.225758 328333486.640116))","366"
"MULTIPOLYGON (((-265107085.211786 312604859.174657,-294633504.959797 335655351.521507,-268477556.421046 339530686.565601,-257308734.983538 326684635.551867,-265107085.211786 312604859.174657)))","POLYGON ((-265107082.136649 312604844.087565,-294633529.501886 335655357.994451,-268477552.468383 339530697.260403,-257308722.844006 326684636.830372,-265107082.136649 312604844.087565))","987"
"MULTIPOLYGON (((-257308718.746369 326684647.358428,-268477542.059035 339530700.528915,-266922172.522574 353987846.09342,-230495029.679415 368247495.646852,-229326459.880309 367152436.858467,-236284416.764875 343602843.625372,-246053651.522207 327959446.031609,-257308718.746369 326684647.358428)))","POLYGON ((-257308722.844006 326684636.830372,-268477552.468383 339530697.260403,-266922181.816343 353987853.194205,-230495027.447173 368247507.259572,-229326448.542857 367152439.938756,-236284407.560947 343602839.484628,-246053645.598271 327959436.63864,-257308722.844006 326684636.830372))","981"
"MULTIPOLYGON (((-706758585.034419 314933423.749918,-712218562.802459 333209984.427661,-717374369.955081 358273397.005014,-713958328.539082 375365491.825682,-686667674.311891 367043769.595653,-682578394.839286 364026131.680357,-680536907.129964 360028920.590089,-706758585.034419 314933423.749918)))","POLYGON ((-706758588.002886 314933398.75099,-712218572.509232 333209981.98433,-717374380.158576 358273396.97635,-713958336.181624 375365504.610695,-686667669.754416 367043778.660522,-682578387.005414 364026138.327446,-680536895.742747 360028920.279768,-706758588.002886 314933398.75099))","825"
"MULTIPOLYGON (((-509453696.377788 320787293.03413,-528400094.845486 341455646.490235,-523354301.712814 350435615.744838,-504087213.339668 351920940.221029,-507870491.350651 321732921.297279,-508961891.673354 320942864.548676,-509453696.377788 320787293.03413)))","POLYGON ((-509453699.440838 320787281.576812,-528400107.112258 341455645.073125,-523354307.811901 350435625.304323,-504087201.893905 351920951.133069,-507870481.968397 321732915.743901,-508961887.117679 320942855.501372,-509453699.440838 320787281.576812))","270"
"MULTIPOLYGON (((-507870470.094355 321732930.073324,-504087192.136634 351920948.572078,-496741883.045234 369857310.072701,-482125517.46134 364414862.225871,-471367441.563927 349921483.688172,-471750106.583827 348251957.805104,-485673972.411104 328880714.7403,-507870470.094355 321732930.073324)))","POLYGON ((-507870481.968397 321732915.743901,-504087201.893905 351920951.133069,-496741888.629823 369857322.822879,-482125511.196682 364414870.563946,-471367430.786857 349921485.947084,-471750097.287039 348251953.605708,-485673966.212447 328880706.230703,-507870481.968397 321732915.743901))","263"
"MULTIPOLYGON (((-616200498.416851 314423591.188482,-651725109.664229 332918460.94787,-628259628.388911 351953156.478861,-618732736.856439 346187081.123161,-605433802.762174 321673908.858912,-616200498.416851 314423591.188482)))","POLYGON ((-616200497.761984 314423579.573474,-651725127.797919 332918459.114586,-628259629.227233 351953168.675209,-618732729.359382 346187088.274587,-605433789.639022 321673905.640076,-616200497.761984 314423579.573474))","195"
"MULTIPOLYGON (((-603356064.722701 321474060.201351,-605433783.386111 321673915.084767,-618732716.681102 346187085.875758,-595816820.800863 365477837.789721,-578955067.344976 363583818.713779,-567810472.25764 340089339.741926,-569696231.910996 334821059.493614,-590871542.154164 323072065.919958,-603356064.722701 321474060.201351)))","POLYGON ((-603356064.564663 321474050.139994,-605433789.639022 321673905.640076,-618732729.359382 346187088.274587,-595816823.954093 365477848.2068,-578955060.696028 363583828.029815,-567810461.444211 340089340.278612,-569696223.765451 334821052.576986,-590871538.980766 323072056.244564,-603356064.564663 321474050.139994))","17"
"MULTIPOLYGON (((-328627332.362881 298980862.414474,-355901798.267106 331463808.374794,-353546352.892938 345637202.293884,-337643120.878836 359675546.732572,-310448027.903506 328406139.859343,-328627332.362881 298980862.414474)))","POLYGON ((-328627331.12609 298980845.390297,-355901808.886788 331463805.471267,-353546362.175034 345637207.438996,-337643119.944233 359675560.896326,-310448015.526665 328406140.866606,-328627331.12609 298980845.390297))","146"
"MULTIPOLYGON (((-64540471.7186585 318416257.904284,-85100570.8633762 324402891.472572,-91591077.9951216 331055650.243863,-53143503.9571261 368604028.250478,-30570769.7553205 340502503.433066,-31386933.1247673 334653164.808664,-39219146.9841081 323584884.087361,-57031507.1543632 319517278.608948,-64540471.7186585 318416257.904284)))","POLYGON ((-64540472.4230158 318416247.694079,-85100576.1844201 324402882.606642,-91591092.132601 331055650.414764,-53143503.0611141 368604043.103273,-30570759.2544484 340502506.328461,-31386923.5568354 334653161.017795,-39219141.0299349 323584875.189623,-57031505.3129785 319517268.772019,-64540472.4230158 318416247.694079))","471"
"MULTIPOLYGON (((-1152240135.23689 325397926.353116,-1164878454.58561 341601683.458476,-1149230236.53972 352782257.719804,-1143640013.6671 351162485.840588,-1138428026.97131 332144269.434474,-1152240135.23689 325397926.353116)))","POLYGON ((-1152240138.13469 325397913.808614,-1164878468.88489 341601685.531963,-1149230238.41071 352782268.673244,-1143640005.50336 351162493.886457,-1138428015.13677 332144264.085793,-1152240138.13469 325397913.808614))","945"
"MULTIPOLYGON (((-1055124434.64098 313892902.634457,-1065157350.83866 326058357.488937,-1036281146.67142 358077617.193288,-1023100679.70785 341362286.675384,-1055124434.64098 313892902.634457)))","POLYGON ((-1055124435.8689 313892888.406232,-1065157364.04138 326058357.780799,-1036281146.15876 358077632.693388,-1023100665.91407 341362285.3325,-1055124435.8689 313892888.406232))","404"
"MULTIPOLYGON (((-1121530752.20292 327441234.258554,-1138428006.99144 332144272.198808,-1143639994.67141 351162492.19618,-1136203721.43824 362585304.835766,-1124980936.53092 363093172.015432,-1107671532.73771 334029363.927963,-1121530752.20292 327441234.258554)))","POLYGON ((-1121530751.28447 327441223.622804,-1138428015.13677 332144264.085793,-1143640005.50336 351162493.886457,-1136203727.01827 362585314.593486,-1124980931.00252 363093182.275844,-1107671518.52733 334029359.610676,-1121530751.28447 327441223.622804))","133"
"MULTIPOLYGON (((-147907901.734614 327376065.209374,-159598461.564353 351884560.11511,-133087080.82523 362477578.901256,-122427451.53297 332630496.238583,-147907901.734614 327376065.209374)))","POLYGON ((-147907907.387588 327376053.833243,-159598475.184522 351884565.441682,-133087074.898342 362477592.038147,-122427438.246325 332630488.76807,-147907907.387588 327376053.833243))","863"
"MULTIPOLYGON (((-937784466.132884 331650851.823449,-941795934.106432 333835568.353868,-948364741.430024 353835845.469265,-922398418.851999 371695347.556498,-901540041.311747 365918494.695315,-897594410.16838 356000593.517533,-904230803.494467 336102148.658177,-937784466.132884 331650851.823449)))","POLYGON ((-937784468.051234 331650841.481345,-941795942.370289 333835561.467639,-948364753.267694 353835849.464352,-922398420.676861 371695358.438342,-901540033.856031 365918503.006848,-897594399.526198 356000593.819433,-904230795.985075 336102139.566776,-937784468.051234 331650841.481345))","399"
"MULTIPOLYGON (((-310448012.359771 328406152.463632,-337643109.332541 359675563.933189,-334331555.1366 380412023.4179,-334229113.913683 380475701.540512,-297599630.019707 383781114.792349,-292671091.286104 379861151.466066,-299536893.670383 335207287.613645,-304607170.435624 330353532.419223,-310448012.359771 328406152.463632)))","POLYGON ((-310448015.526665 328406140.866606,-337643119.944233 359675560.896326,-334331564.291778 380412029.501508,-334229117.176761 380475711.286688,-297599626.929504 383781125.111839,-292671080.520537 379861155.680878,-299536884.302531 335207282.737986,-304607165.142521 330353523.642823,-310448015.526665 328406140.866606))","437"
"MULTIPOLYGON (((-299536872.474866 335207293.86048,-292671072.206817 379861143.949344,-286871433.184265 378774597.359631,-266922192.201702 353987850.148675,-268477561.583796 339530706.019004,-294633530.69064 335655367.927487,-299536872.474866 335207293.86048)))","POLYGON ((-299536884.302531 335207282.737986,-292671080.520537 379861155.680878,-286871427.710829 378774606.508179,-266922181.816343 353987853.194205,-268477552.468383 339530697.260403,-294633529.501886 335655357.994451,-299536884.302531 335207282.737986))","388"
"MULTIPOLYGON (((-107308267.571829 329750281.463347,-122427430.753575 332630497.52053,-133087063.836274 362477590.796474,-121348487.363609 380930049.273766,-120815971.536435 380922135.311453,-94827703.9271086 343880092.074607,-93428056.2022325 332310023.143141,-107308267.571829 329750281.463347)))","POLYGON ((-107308267.60173 329750271.289207,-122427438.246325 332630488.76807,-133087074.898342 362477592.038147,-121348492.801929 380930059.355692,-120815966.282643 380922145.234478,-94827694.3006489 343880095.765107,-93428045.1458726 332310015.013492,-107308267.60173 329750271.289207))","619"
"MULTIPOLYGON (((-664916690.230097 329787470.199557,-671311669.667586 345067537.066641,-638316830.400164 362099933.495496,-629375456.926655 355488764.971148,-628259640.811515 351953172.154664,-651725132.326375 332918468.317576,-664916690.230097 329787470.199557)))","POLYGON ((-664916696.178258 329787458.509956,-671311682.455254 345067541.719254,-638316829.458109 362099945.235583,-629375448.368349 355488771.07985,-628259629.227233 351953168.675209,-651725127.797919 332918459.114586,-664916696.178258 329787458.509956))","883"
"MULTIPOLYGON (((-216700132.206989 330171978.762793,-236284395.91144 343602843.621085,-229326441.48585 367152428.53164,-212476123.799885 364164966.844551,-205276673.162756 355127536.860966,-216700132.206989 330171978.762793)))","POLYGON ((-216700128.061137 330171963.793897,-236284407.560947 343602839.484628,-229326448.542857 367152439.938756,-212476118.333062 364164976.031266,-205276661.512632 355127538.285818,-216700128.061137 330171963.793897))","202"
"MULTIPOLYGON (((-528400112.212983 341455656.409388,-551742845.024194 346510259.805371,-540123369.965544 369027485.595005,-520361013.353953 361216540.895284,-523354317.123321 350435629.146836,-528400112.212983 341455656.409388)))","POLYGON ((-528400107.112258 341455645.073125,-551742859.895283 346510252.793777,-540123374.703443 369027498.220385,-520361001.311683 361216546.888409,-523354307.811901 350435625.304323,-528400107.112258 341455645.073125))","832"
"MULTIPOLYGON (((-523354294.360982 350435636.370943,-520360992.596863 361216540.897136,-501911480.325289 374869291.354431,-496741900.447667 369857320.3522,-504087208.810973 351920960.629495,-523354294.360982 350435636.370943)))","POLYGON ((-523354307.811901 350435625.304323,-520361001.311683 361216546.888409,-501911479.454909 374869304.43881,-496741888.629823 369857322.822879,-504087201.893905 351920951.133069,-523354307.811901 350435625.304323))","350"
